% CTRL Position controller: Lag error	 Seriennummer 38094	 NCA 5 / 100.31000   100-54-0635.0		neuue Achsen						
Zeit	1te	2te	3te	4te	5te	6te	7te	8te	9te	10te
0	-106.5440826	-128.9034576	-189.5704041	-176.5079041	-95.36439514	-147.5909576	-115.5909576	-138.2862701	-211.5000916	-233.5157166
0.0008	-152.8539276	-178.8851776	-223.8703613	-222.8469238	-166.2523651	-221.9789276	-183.4086151	-223.0023651	-274.6437988	-284.8859863
0.0016	-170.4704132	-207.1657257	-248.1923065	-261.4188538	-213.7360382	-257.8532104	-238.9938507	-261.1813354	-299.6532288	-309.8094788
0.0024	-165.417984	-205.7851715	-261.052887	-265.5763245	-257.9179688	-267.1367188	-271.5742188	-289.1523438	-316.8575745	-304.318512
0.0032	-143.0414276	-193.5570526	-260.9609375	-269.8359375	-276.2445679	-277.0101929	-298.4320679	-301.4164429	-329.140625	-318.3046875
0.004	-138.5078125	-196.1953125	-268.8984375	-276.8359375	-278.28125	-283.578125	-298.9375	-304.8203125	-323	-327.1796875
0.0048	-143.2890625	-203.4453125	-282.890625	-287.15625	-287.5	-287.5	-292.453125	-309.515625	-318.5625	-327.1796875
0.0056	-133.8125	-196.6171875	-266.1640625	-278.625	-289.4609375	-283.578125	-295.6953125	-300.984375	-313.1875	-305.078125
0.0064	-143.2890625	-207.96875	-244.40625	-248.5	-278.28125	-287.5	-283.4921875	-278.5390625	-274.015625	-272.3984375
0.0072	-138.765625	-201.484375	-199.859375	-207.8828125	-225.9765625	-253.875	-235.1015625	-235.4453125	-214.5390625	-221.796875
0.008	-116.75	-173.8359375	-153.015625	-155.7421875	-173.6640625	-196.1953125	-173.75	-179.2109375	-152.328125	-166.328125
0.0088	-68.6171875	-119.734375	-91.9140625	-103.609375	-130.484375	-143.625	-116.6640625	-114.4453125	-93.875	-95.15625
0.0096	-50.8671875	-86.625	-38.2421875	-33.8046875	-74.078125	-91.578125	-65.0390625	-60.6015625	-39.09375	-51.5546875
0.0104	-12.5546875	-64.78125	13.2109375	4.59375	-22.453125	-42.765625	-15.96875	-17.1640625	7.8359375	-0.6953125
0.0112	30.7109375	-21.2578125	51.1015625	35.3984375	13.2109375	4.6796875	27.8046875	13.1328125	39.0703125	30.9609375
0.012	57.5	15.9453125	70.640625	64.4140625	29.6875	31.90625	43.1640625	39.75	44.1875	53.1484375
0.0128	74.3984375	30.3671875	65.09375	73.4609375	39.0703125	39.5859375	52.640625	53.0625	47.3515625	43.3359375
0.0136	81.9921875	39.0703125	61.0859375	59.2109375	43.3359375	39.0703125	52.7265625	43.3359375	42.7421875	39.2421875
0.0144	91.296875	52.296875	64.328125	58.4375	47.4296875	47.4296875	60.9140625	39.15625	49.9921875	43.5078125
0.0152	87.3671875	47.515625	56.9921875	53.6640625	32.328125	43.3359375	39.4140625	43.1640625	39.0703125	52.640625
0.016	78.75	38.390625	52.640625	47.4296875	36.2578125	39.5859375	42.2265625	39.5859375	35.234375	53.234375
0.0168	82.25	40.859375	51.953125	43.1640625	41.1171875	39.5859375	43.078125	31.21875	30.625	40.609375
0.0176	82.421875	43.59375	56.734375	39.5859375	35.1484375	47.265625	52.8125	35.1484375	39.671875	40.5234375
0.0184	74.0546875	47.4296875	47.4296875	43.1640625	35.5703125	39.5	47.6015625	35.0625	36.421875	48.8828125
0.0192	69.53125	39.0703125	47.4296875	43.3359375	39.5859375	39.0703125	47.3515625	39.5859375	30.453125	51.359375
0.019999999	71.2421875	47.3515625	52.7265625	40.7734375	47.515625	43.1640625	51.4453125	25.84375	26.8671875	43.5078125
0.020799999	68	47.4296875	52.46875	39.921875	39.2421875	43.3359375	54.171875	30.109375	33.8671875	50.5078125
0.021599999	65.3515625	43.25	47.515625	47.265625	39.5859375	39.671875	53.0625	43.1640625	37.1953125	47.859375
0.022399999	64.9296875	43.25	53.75	35.1484375	47.4296875	35.5703125	52.640625	43.1640625	32.9296875	56.8203125
0.023199999	62.9609375	56.734375	53.6640625	39.328125	52.125	42.3125	56.9921875	38.7265625	39.2421875	43.25
0.023999999	56.8203125	43.8515625	47.4296875	39.328125	42.828125	39.5	54.34375	35.5703125	39.15625	43.59375
0.024799999	56.734375	43.25	43.1640625	38.8125	43.59375	35.0625	52.640625	41.4609375	35.1484375	43.421875
0.025599999	56.8203125	47.6015625	43.5078125	39.15625	56.734375	30.453125	43.3359375	47.265625	30.453125	53.40625
0.026399999	53.40625	47.515625	47.6875	25.84375	47.515625	35.3125	56.90625	47.515625	43.1640625	43.1640625
0.027199999	47.3515625	42.2265625	39.671875	34.71875	43.3359375	25.9296875	47.265625	43.3359375	43.59375	39.2421875
0.027999999	52.2109375	39.0703125	39.15625	30.875	43.3359375	30.796875	43.8515625	52.9765625	43.6796875	44.7890625
0.028799999	52.9765625	47.265625	35.3125	30.7109375	47.515625	25.84375	35.1484375	47.515625	38.8984375	44.1875
0.029599999	47.515625	38.8125	35.0625	25.84375	36.6796875	35.5703125	43.25	47.515625	38.7265625	39.15625
0.030399999	47.3515625	35.5703125	25.84375	35.3125	35.3984375	21.75	39.0703125	43.1640625	47.6875	34.890625
0.031199999	52.7265625	30.453125	34.9765625	30.3671875	39.0703125	22.171875	35.1484375	52.9765625	47.4296875	43.5078125
0.031999999	52.7265625	39.5	30.625	30.109375	39.5859375	30.453125	30.7109375	47.515625	42.5703125	43.1640625
0.032799999	43.59375	35.0625	25.9296875	25.84375	30.7109375	34.8046875	35.7421875	43.078125	47.4296875	39.2421875
0.033599999	52.640625	34.0390625	25.84375	39.15625	26.1875	29.0859375	35.1484375	40.09375	52.640625	30.453125
0.034399999	52.9765625	30.875	30.875	30.796875	30.7109375	21.6640625	30.453125	50.6796875	47.4296875	35.3984375
0.035199999	51.359375	35.3125	35.5703125	25.5	30.0234375	26.2734375	30.0234375	46.40625	47.4296875	43.1640625
0.035999999	49.734375	24.90625	33.609375	34.71875	30.0234375	31.3046875	27.546875	35.9140625	44.359375	45.3828125
0.036799999	57.5859375	26.015625	38.984375	39.15625	25.9296875	35.3984375	29.9375	35.65625	54.0859375	35.3984375
0.037599999	56.8203125	30.453125	36.34375	39.8359375	30.28125	27.0390625	24.140625	36	47.515625	39.0703125
0.038399999	49.734375	30.28125	28.4921875	35.0625	27.296875	35.828125	30.453125	43.3359375	43.6796875	43.59375
0.039199999	52.8125	30.28125	22.0078125	35.0625	30.625	35.1484375	35.1484375	31.8203125	43.1640625	44.0234375
0.039999999	52.125	22.2578125	35.484375	39.15625	25.9296875	35.3125	30.453125	30.28125	52.7265625	37.0234375
0.040799999	43.25	30.625	34.8046875	35.0625	22.2578125	30.3671875	24.3046875	22.0859375	36.171875	43.1640625
0.041599999	39.2421875	25.671875	30.453125	33.5234375	22.2578125	43.9375	25.9296875	35.484375	35.3984375	43.1640625
0.042399999	43.5078125	21.3203125	30.28125	42.9140625	13.046875	35.234375	35.1484375	30.7109375	30.453125	52.8125
0.043199999	35.1484375	29.515625	35.1484375	35.1484375	21.6640625	30.5390625	35.1484375	25.671875	35.1484375	40.265625
0.043999999	33.609375	28.3203125	31.390625	25.671875	22.6875	26.1015625	30.5390625	21.8359375	26.953125	39.5859375
0.044799999	35.234375	17.9921875	31.1328125	25.9296875	22.4296875	30.453125	30.7109375	31.046875	18.59375	43.078125
0.045599999	35.5703125	21.6640625	30.5390625	35.1484375	17.8203125	38.390625	35.1484375	21.6640625	25.9296875	47.4296875
0.046399999	25.9296875	25.84375	33.78125	30.875	21.40625	23.796875	35.3125	25.9296875	26.4375	41.71875
0.047199999	25.9296875	30.625	26.2734375	20.7265625	22.0859375	21.6640625	29.2578125	30.5390625	26.609375	39.2421875
0.047999999	27.890625	21.921875	25.84375	21.8359375	25.328125	23.8828125	35.65625	33.609375	22.171875	43.421875
0.048799999	22.0078125	26.015625	33.09375	21.75	17.3125	25.7578125	35.1484375	30.625	26.015625	43.59375
0.049599999	22.2578125	35.5703125	30.1953125	29.9375	17.8203125	19.1875	29.515625	17.734375	30.453125	34.6328125
0.050399999	17.9921875	24.8203125	25.328125	17.9921875	28.0625	22.0859375	25.671875	30.5390625	25.7578125	36.5078125
0.051199999	30.453125	30.3671875	21.8359375	17.90625	28.1484375	21.921875	36	35.484375	17.734375	39.5859375
0.051999999	17.9921875	29.8515625	30.1953125	17.5703125	22.515625	17.484375	39.328125	35.3125	30.3671875	38.984375
0.052799999	20.5546875	35.3984375	23.1953125	17.5703125	30.7109375	13.046875	35.1484375	27.546875	28.40625	30.0234375
0.053599999	18.1640625	25.7578125	21.6640625	12.9609375	35.3984375	14.921875	24.3046875	30.5390625	30.796875	30.9609375
0.054399999	21.75	25.84375	21.8359375	17.734375	21.3203125	21.8359375	26.359375	35.3125	22.0859375	25.671875
0.055199999	14.75	30.5390625	21.6640625	17.9921875	22.0078125	12.1015625	29.9375	39.2421875	25.4140625	31.90625
0.055999999	22.2578125	25.7578125	13.2109375	9.03125	30.796875	9.1171875	25.671875	26.2734375	33.8671875	25.84375
0.056799999	25.7578125	17.484375	18.3359375	9.203125	30.453125	10.65625	18.3359375	31.90625	30.625	18.84375
0.057599999	21.6640625	21.921875	26.6953125	13.46875	21.4921875	22.515625	22.2578125	30.796875	25.9296875	17.8203125
0.058399999	22.0859375	26.8671875	4.8515625	13.984375	21.0625	13.5546875	21.4921875	26.1015625	30.453125	25.7578125
0.059199999	30.453125	17.6484375	10.5703125	9.375	25.4140625	9.203125	20.2109375	25.84375	34.9765625	25.9296875
0.059999998	30.453125	19.53125	9.03125	6.8984375	21.6640625	12.9609375	9.1171875	25.7578125	37.703125	22.0859375
0.060799998	21.8359375	20.125	13.296875	9.1171875	16.203125	21.921875	18.25	21.578125	30.3671875	21.234375
0.061599998	25.9296875	18.25	12.4453125	21.6640625	13.5546875	17.8203125	14.75	17.8203125	25.7578125	24.90625
0.062399998	25.84375	9.1171875	13.2109375	8.9453125	15.9453125	17.8203125	8.9453125	13.3828125	27.9765625	21.921875
0.063199998	25.7578125	22.0859375	13.046875	10.828125	17.484375	21.6640625	9.4609375	17.90625	30.625	17.734375
0.063999998	26.1015625	13.046875	11.9375	13.5546875	12.9609375	21.75	17.6484375	22.6875	25.671875	21.6640625
0.064799998	30.453125	9.2890625	9.203125	17.734375	13.046875	17.9921875	17.3125	14.15625	18.3359375	25.7578125
0.065599998	25.9296875	4.2578125	17.9921875	12.9609375	17.484375	26.1015625	8.09375	13.7265625	25.9296875	25.84375
0.066399998	21.0625	8.859375	22.34375	19.359375	5.703125	25.671875	9.4609375	8.9453125	22.171875	21.8359375
0.067199998	19.8671875	9.4609375	13.1328125	21.8359375	4.59375	21.6640625	9.6328125	23.1953125	22.0859375	30.5390625
0.067999998	30.7109375	8.6953125	13.5546875	17.2265625	12.9609375	22.0859375	21.6640625	17.90625	17.734375	35.1484375
0.068799998	17.8203125	15.6015625	15.3515625	12.9609375	17.6484375	15.7734375	10.484375	12.7890625	22.6875	38.390625
0.069599998	18.1640625	4.5078125	21.6640625	19.703125	5.28125	25.671875	12.9609375	13.5546875	17.9921875	25.9296875
0.070399998	18.25	9.03125	13.1328125	25.7578125	4.8515625	17.90625	9.8828125	17.9921875	17.484375	30.453125
0.071199998	21.3203125	0.15625	17.2265625	22.0078125	12.7890625	17.8203125	13.8984375	17.734375	13.1328125	40.09375
0.071999998	9.1171875	9.2890625	17.8203125	17.3984375	12.9609375	17.484375	9.1171875	17.5703125	17.8203125	36.8515625
0.072799998	12.9609375	13.5546875	17.5703125	15.9453125	8.6953125	17.484375	17.734375	17.8203125	22.859375	25.671875
0.073599998	13.046875	6.8125	10.5703125	21.6640625	9.1171875	15.0078125	15.09375	23.8828125	12.7890625	25.7578125
0.074399998	5.1953125	0.5859375	21.578125	17.8203125	17.6484375	9.1171875	17.0546875	13.8125	14.2421875	30.453125
0.075199998	4.59375	9.203125	25.671875	15.0078125	9.03125	9.4609375	12.53125	12.703125	17.3125	35.3125
0.075999998	12.7890625	9.2890625	17.3984375	22.0078125	12.7890625	13.296875	18.3359375	26.1015625	21.6640625	27.2109375
0.076799998	12.6171875	8.859375	12.9609375	17.3984375	17.6484375	9.4609375	21.6640625	26.1015625	13.3828125	22.6015625
0.077599998	4.2578125	12.875	22.171875	9.546875	25.9296875	2.0390625	22.0859375	25.84375	17.484375	21.4921875
0.078399998	9.1171875	17.484375	17.90625	9.2890625	17.5703125	9.8828125	17.5703125	12.9609375	17.8203125	14.6640625
0.079199998	13.3828125	9.1171875	18.25	21.8359375	8.609375	4.5078125	17.8203125	21.8359375	25.7578125	13.1328125
0.079999998	3.7421875	8.4375	13.2109375	14.8359375	17.3984375	4.421875	25.84375	21.4921875	21.4921875	9.03125
0.080799998	9.1171875	22.2578125	13.1328125	9.203125	19.359375	4.6796875	21.921875	17.9921875	15.7734375	17.734375
0.081599998	10.65625	16.7109375	12.703125	4.421875	18.1640625	9.8046875	17.6484375	12.9609375	12.9609375	5.9609375
0.082399998	9.1171875	9.03125	6.984375	9.03125	17.8203125	16.2890625	16.4609375	15.6875	18.59375	9.2890625
0.083199998	1.015625	13.2109375	12.9609375	4.59375	21.6640625	4.9375	22.6875	13.5546875	17.6484375	4.6796875
0.083999998	10.65625	18.078125	13.046875	4.421875	17.484375	4.6796875	16.796875	12.9609375	9.4609375	10.484375
0.084799998	18.3359375	13.3828125	4.421875	0.5	9.2890625	9.2890625	13.640625	9.203125	17.6484375	9.8046875
0.085599998	13.046875	12.875	4.5078125	4.421875	12.7890625	14.75	10.828125	13.046875	22.0859375	4.59375
0.086399998	4.6796875	17.6484375	9.03125	0.15625	17.6484375	9.2890625	17.8203125	9.546875	18.6796875	-4.6171875
0.087199998	14.921875	17.484375	9.71875	0.328125	9.4609375	4.6796875	4.8515625	9.1171875	12.9609375	9.6328125
0.087999998	18.25	9.2890625	0.328125	4.421875	12.2734375	19.359375	9.203125	4.421875	17.8203125	17.6484375
0.088799998	9.1171875	11.8515625	4.59375	4.6796875	9.71875	12.9609375	4.6796875	7.4140625	17.8203125	13.046875
0.089599998	18.25	21.921875	4.59375	0.328125	9.1171875	13.1328125	9.2890625	9.4609375	15.7734375	9.03125
0.090399998	13.046875	9.1171875	0.15625	-4.453125	9.1171875	12.9609375	4.59375	4.8515625	9.1171875	9.203125
0.091199998	17.6484375	4.421875	0.328125	4.59375	4.5078125	17.5703125	-4.28125	4.5078125	13.3828125	18.6796875
0.091999998	0.328125	9.375	8.9453125	9.6328125	4.5078125	18.1640625	1.8671875	9.1171875	17.9921875	17.8203125
0.092799998	13.2109375	19.1875	4.59375	7.328125	0.5	7.15625	-0.015625	12.703125	17.9921875	17.734375
0.093599998	9.2890625	9.03125	0.5	2.71875	1.4375	13.46875	0.328125	12.9609375	0.671875	19.703125
0.094399998	3.5703125	4.421875	0.15625	9.2890625	4.421875	16.4609375	0.5	12.9609375	7.15625	21.6640625
0.095199998	4.421875	4.5078125	9.2890625	10.3984375	0.5	14.8359375	2.9765625	9.4609375	13.2109375	13.5546875
0.095999998	12.4453125	4.421875	4.421875	8.3515625	4.421875	4.421875	0.15625	22.4296875	9.6328125	17.90625
0.096799998	9.1171875	0.328125	4.421875	5.28125	1.1796875	10.3125	2.375	17.6484375	0.328125	22.0859375
0.097599998	4.5078125	4.2578125	9.4609375	13.5546875	-4.453125	13.2109375	0.328125	12.6171875	-7.609375	23.1953125
0.098399998	4.5078125	10.9921875	4.765625	9.71875	2.125	8.859375	9.203125	12.53125	4.59375	13.046875
0.099199997	4.421875	0.328125	9.203125	3.9140625	4.421875	2.9765625	4.421875	18.1640625	3.0625	9.203125
0.099999997	0.5	-4.7890625	4.59375	13.2109375	-4.109375	4.2578125	0.328125	12.703125	0.328125	9.71875
0.100799997	-4.453125	0.9296875	15.859375	20.9765625	0.328125	4.421875	-4.6171875	9.375	-4.28125	17.6484375
0.101599997	5.453125	4.5078125	10.0546875	17.5703125	4.5078125	3.65625	8.859375	17.8203125	4.2578125	8.859375
0.102399997	0.15625	0.5859375	3.9140625	9.4609375	4.6796875	0.5	12.9609375	17.3984375	0.7578125	4.59375
0.103199997	-4.28125	0.5	9.203125	8.859375	1.5234375	0.5	4.59375	13.1328125	4.421875	8.9453125
0.103999997	-2.3984375	-4.7890625	18.1640625	9.1171875	4.2578125	4.59375	4.421875	4.59375	0.328125	4.2578125
0.104799997	4.34375	-5.1328125	8.859375	10.65625	4.59375	-8.6328125	4.59375	9.203125	0.7578125	3.9140625
0.105599997	-4.28125	-8.71875	9.03125	4.421875	8.859375	3.3984375	13.046875	10.9140625	4.6796875	0.7578125
0.106399997	-4.453125	4.59375	15.0078125	4.421875	0.5	4.5078125	9.1171875	9.203125	0.671875	0.5
